conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code,level,category
SkillGroup,http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment,,,released,2020-12-09T10:43:42.257Z,"Examples:
- design circuit boards
- design microelectromechanical systems
- define firmware.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Creating a plan or specification for the design and development of electrical, electronic or mechatronic systems, hardware, products, and components.",S1.11.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/3bf93195-5239-4f73-94a6-349be598d462,performing and entertaining,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Undertaking activities to entertain an audience or improve personal abilities.,S1.14.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,assessing land or real estate,,,released,2020-12-04T13:51:21.97Z,"Excludes:
- Using ICT tools to analyse and process data. Examples:
- Conduct environmental site assessments
- Survey sites for pipeline installation
- Value properties.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Assessing the suitability of land or buildings for future sale, use, development or conservation and estimating their value.",S2.7.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"using word processing, publishing and presentation software",,,released,,"Excludes:
- Computer programming
- Resolving computer problems Examples:
- Use word processing software
- Use typesetting software.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Using ICT software and hardware to develop and edit the content of documents and audio-visual and prepare them for publication.,S5.6.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/4781b6b1-07bc-44be-8c2d-de0fa5db4250,conducting gaming activities,,,released,2021-10-14T12:50:46.363Z,"Examples:
- conduct gambling games.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Carrying out gaming operations in gambling establishments and participating in gambling games.,S1.14.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/47aa582a-3edb-45b5-9ef4-e87813ea327c,testing vehicles,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Inspecting vehicles and other heavy machinery used for transport, such as cargos, cars and other vehicles.",S2.8.11,4,S
SkillGroup,http://data.europa.eu/esco/skill/47b0d855-ea3c-45e9-8dcf-0e12e62261c4,calculating and estimating,,,released,2023-01-27T10:09:02.926Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Performing mathematical calculations and estimating the results of an action or a series of actions.,S2.6.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,using digital tools to control machinery,controlling machinery with digital tools,,released,,"Excludes:
- Writing computer code and programmes
- Resolving computer problems. Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,S5.7.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,accessing and analysing digital data,managing digital information,,released,2021-09-24T16:38:38.771Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",S5.5.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,solving problems,problem solving,,released,,"Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.",S1.9.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"monitoring, inspecting and testing",,,released,2021-03-31T12:02:58.558Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Examining and investigating problems, sites or objects to assess functioning or compliance with standards, laws or regulations.",S2.8.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a,following instructions and procedures,,,released,2022-06-19T15:45:14.266Z,"Examples:
- follow a brief
- follow signalling instructions
- read job ticket instructions.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Following instructions given verbally or in writing and following standard or agreed procedures.,S1.8.5,4,S
SkillGroup,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,complying with health and safety procedures,,,released,2023-02-21T20:59:45.769Z,"Examples:
- follow hygienic work practices
- use personal protection equipment
- protect health and well-being while using digital technologies Excludes:
- attend to personal hygiene.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Ensuring compliance to rules, standards, guidelines laws or good practices relating to the health and safety of oneself, co-workers, employees and the public.",S3.3.1,4,S
SkillGroup,http://data.europa.eu/esco/skill/5c2d5780-23ed-4372-bb8d-c1846ee404ae,monitoring financial and economic resources and activity,,,released,,"Excludes:
- Testing and analysing substances Examples:
- Monitor production costs
- Monitor financial accounts
- Monitor bond markets.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Monitor parameters to maintain awareness of levels of financial resources and expenditure, stocks, and the economic environment.",S2.8.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/5dbb69d2-9e1b-4e0f-b8c0-0bac709729cf,weighing,,,released,,"Examples:
- weigh merchandise.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Measuring the weight of objects and people.,S2.5.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,advising on products and services,,,released,2023-01-24T19:03:05.231Z,"Examples:
- advise customers on new equipment
- provide advice on travel destinations.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Advising others on products or services explaining technical details.,S1.5.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/64aeee4d-3791-4448-8ed8-9b49ad04f2fb,translating and interpreting,,,released,2021-09-20T12:11:22.451Z,"Examples:
- translate spoken language
- translate texts
- interpret languages in conferences Excludes:
- skills and knowledge related to a specific language or dialect.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Translate one language into another language in written or spoken form. Match words and expressions with their corresponding brothers in other languages, while making sure that the message and nuances of the original text are preserved.",S1.15.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/663e753c-2fc4-4bf6-9a06-a6ab2d705238,purchasing goods or services,,,released,2022-06-19T15:06:42.666Z,"Excludes:
- Performing financial transactions Examples:
- Buy advertising space
- Order construction supplies
- Procure electrical machinery
- Purchase fruits and vegetables.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Buying and ordering goods, services and supplies.",S1.6.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data",,,released,2023-10-27T16:10:20.781Z,"Examples:
- Create digital files - Digitise documents
- Use spreadsheet software
- Perform data cleansing.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using digital tools to organise, gather, store, retrieve, and archive data, information and digital content.",S5.5.2,4,S
SkillGroup,http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,training on operational procedures,,,released,2023-06-20T13:39:25.098Z,"Examples:
- teach air cabin crew procedures
- train operators in using mine machinery
- demonstrate functionality of software products Excludes:
- teaching vocational subjects as part of formal learning
- teaching safety procedures and standards
- coaching.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Training employees, students or clients on operational procedures in the work place or and demonstrating the use of equipment or products.",S1.3.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,technical or academic writing,,,released,2022-06-19T15:45:14.266Z,"Examples:
- write manuals
- draft legislation
- provide user documentation Excludes:
- revise translations
- write computer programmes / coding.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Writing original text of a primarily functional, technical or academic nature; editing text.",S1.13.3,4,S
SkillGroup,http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,developing objectives and strategies,strategic planning,,released,2020-12-11T09:19:59.825Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.",S4.1.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/70ac2c90-656a-4fa3-886c-5b9305db2087,processing information,,,released,2021-12-17T12:48:25.958Z,"Excludes:
- Skills in the use of specific ICT tools to process data.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Inputting, recording, transcribing and updating data using electronic or manual information systems.",S2.4.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/775be776-b6ce-4322-a96f-11b2df84ce07,"creating artistic, visual or instructive materials",creating artistic and visual materials,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",S1.12.0,4,S
SkillGroup,http://data.europa.eu/esco/skill/77e41477-4ecf-425b-8163-b18a5a54e593,recruiting and hiring,recruiting,,released,,"Examples:
- recruit employees
- carry out auditions Excludes:
- interview candidates.","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Acquiring the right talent to achieve the organization's mission.,S4.7.0,4,S
